vendor_id,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code_id,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-06-01 00:05:18,2016-06-01 00:15:12,3,2.45,-73.973823547363281,40.757488250732422,1,N,-73.978248596191406,40.783370971679688,1,10.00,0.50,0.50,1.55,0.00,0.30,12.85
2,2016-06-01 00:05:18,2016-06-01 00:11:43,1,3.11,-73.954589843750000,40.714027404785156,1,N,-73.985183715820313,40.703075408935547,1,10.50,0.50,0.50,2.36,0.00,0.30,14.16
2,2016-06-01 00:05:18,2016-06-01 00:11:46,1,1.93,-73.928565979003906,40.763332366943359,1,N,-73.942878723144531,40.768741607666016,2,7.50,0.50,0.50,0.00,0.00,0.30,8.80
1,2016-06-01 00:05:19,2016-06-01 00:11:10,1,1.40,-73.974456787109375,40.783115386962891,1,N,-73.961982727050781,40.770626068115234,1,7.00,0.50,0.50,1.65,0.00,0.30,9.95
1,2016-06-01 00:05:20,2016-06-01 00:23:39,2,3.60,-73.962425231933594,40.709938049316406,1,N,-73.907928466796875,40.707942962646484,1,15.00,0.50,0.50,2.50,0.00,0.30,18.80
1,2016-06-01 00:05:20,2016-06-01 00:06:34,1,0.00,-73.812538146972656,40.693824768066406,5,N,-73.812553405761719,40.693817138671875,2,0.00,0.00,0.00,0.00,0.00,0.30,0.30
1,2016-06-01 00:05:21,2016-06-01 00:19:40,3,2.80,-73.993728637695313,40.672679901123047,1,N,-73.966400146484375,40.650180816650391,1,13.00,0.50,0.50,2.00,0.00,0.30,16.30
1,2016-06-01 00:05:21,2016-06-01 00:18:34,3,2.00,-73.990592956542969,40.750850677490234,1,N,-73.969329833984375,40.753696441650391,2,10.00,0.50,0.50,0.00,0.00,0.30,11.30
1,2016-06-01 00:05:21,2016-06-01 00:08:48,1,0.70,-74.003654479980469,40.732379913330078,1,N,-74.003326416015625,40.723999023437500,1,5.00,0.50,0.50,1.25,0.00,0.30,7.55
1,2016-06-01 00:05:21,2016-06-01 00:14:47,1,2.60,-74.009864807128906,40.721481323242187,1,N,-73.983154296875000,40.734680175781250,1,10.00,0.50,0.50,2.25,0.00,0.30,13.55
2,2016-06-01 00:05:21,2016-06-01 00:28:14,1,8.98,-73.912475585937500,40.774925231933594,1,N,-73.928276062011719,40.684291839599609,2,27.00,0.50,0.50,0.00,0.00,0.30,28.30
2,2016-06-01 00:05:21,2016-06-01 00:27:26,1,9.73,-73.862991333007813,40.768810272216797,1,N,-73.958038330078125,40.686893463134766,1,29.50,0.50,0.50,9.24,0.00,0.30,40.04
2,2016-06-01 00:05:21,2016-06-01 00:13:22,1,2.71,-73.984931945800781,40.764354705810547,1,N,-73.967849731445312,40.798725128173828,2,9.50,0.50,0.50,0.00,0.00,0.30,10.80
1,2016-06-01 00:05:22,2016-06-01 00:08:49,1,1.10,-73.961029052734375,40.769218444824219,1,N,-73.950080871582031,40.782146453857422,1,5.50,0.50,0.50,1.35,0.00,0.30,8.15
1,2016-06-01 00:05:22,2016-06-01 00:25:28,1,9.00,-73.862770080566406,40.769012451171875,1,N,-73.973724365234375,40.750946044921875,1,27.50,0.50,0.50,8.55,5.54,0.30,42.89
1,2016-06-01 00:05:22,2016-06-01 00:14:54,1,2.10,-73.987655639648438,40.732742309570313,1,N,-73.991012573242188,40.755737304687500,1,9.50,0.50,0.50,2.70,0.00,0.30,13.50
1,2016-06-01 00:05:22,2016-06-01 00:15:22,1,2.60,-73.952659606933594,40.789367675781250,1,N,-73.924896240234375,40.812244415283203,1,10.50,0.50,0.50,2.35,0.00,0.30,14.15
2,2016-06-01 00:05:22,2016-06-01 00:15:42,1,1.78,-73.978233337402344,40.786441802978516,1,N,-73.955886840820313,40.772201538085937,1,9.50,0.50,0.50,2.16,0.00,0.30,12.96
2,2016-06-01 00:05:22,2016-06-01 00:09:28,1,0.89,-73.964973449707031,40.791755676269531,1,N,-73.951194763183594,40.785888671875000,1,5.50,0.50,0.50,1.36,0.00,0.30,8.16
1,2016-06-01 00:05:23,2016-06-01 00:14:28,2,4.10,-73.873100280761719,40.774013519287109,1,N,-73.852684020996094,40.734466552734375,1,13.50,0.50,0.50,2.95,0.00,0.30,17.75
1,2016-06-01 00:05:23,2016-06-01 00:13:42,1,1.20,-73.994911193847656,40.728809356689453,1,N,-73.978630065917969,40.731082916259766,1,7.50,0.50,0.50,1.75,0.00,0.30,10.55
1,2016-06-01 00:05:24,2016-06-01 00:33:09,1,20.60,-73.776733398437500,40.645500183105469,2,N,-73.955726623535156,40.774520874023438,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
2,2016-06-01 00:05:24,2016-06-01 00:26:48,5,7.41,-73.984207153320313,40.725208282470703,1,N,-73.887077331542969,40.749259948730469,2,24.50,0.50,0.50,0.00,0.00,0.30,25.80
1,2016-06-01 00:05:25,2016-06-01 00:27:42,1,8.50,-73.975387573242187,40.756729125976563,1,N,-74.000259399414063,40.676235198974609,1,26.50,0.50,0.50,5.55,0.00,0.30,33.35
1,2016-06-01 00:05:25,2016-06-01 00:18:55,2,3.20,-73.984039306640625,40.754863739013672,1,N,-73.946983337402344,40.780838012695312,2,12.50,0.50,0.50,0.00,0.00,0.30,13.80
2,2016-06-01 00:05:25,2016-06-01 00:12:53,2,1.11,-73.983901977539062,40.744281768798828,1,N,-73.995811462402344,40.753360748291016,1,6.50,0.50,0.50,2.00,0.00,0.30,9.80
2,2016-06-01 00:05:25,2016-06-01 00:19:24,1,3.25,-73.990081787109375,40.761840820312500,1,N,-73.988502502441406,40.727592468261719,2,12.50,0.50,0.50,0.00,0.00,0.30,13.80
1,2016-06-01 00:05:26,2016-06-01 00:21:54,1,6.60,-73.870811462402344,40.773574829101563,1,N,-73.855804443359375,40.785640716552734,2,21.00,0.50,0.50,0.00,0.00,0.30,22.30
2,2016-06-01 00:05:26,2016-06-01 00:18:43,2,2.32,-73.987220764160156,40.736160278320312,1,N,-73.987182617187500,40.759860992431641,1,11.00,0.50,0.50,2.46,0.00,0.30,14.76
2,2016-06-01 00:05:26,2016-06-01 00:08:22,1,0.84,-73.960227966308594,40.781761169433594,1,N,-73.973533630371094,40.784610748291016,2,5.00,0.50,0.50,0.00,0.00,0.30,6.30
2,2016-06-01 00:05:27,2016-06-01 00:10:01,1,0.59,-73.995849609375000,40.738559722900391,1,N,-74.004356384277344,40.742309570312500,2,5.00,0.50,0.50,0.00,0.00,0.30,6.30
1,2016-06-01 00:05:28,2016-06-01 00:33:13,1,13.10,-73.986091613769531,40.762432098388672,1,N,-73.939888000488281,40.792087554931641,1,38.00,0.50,0.50,2.00,0.00,0.30,41.30
2,2016-06-01 00:05:28,2016-06-01 00:09:09,2,0.95,-73.975257873535156,40.787708282470703,1,N,-73.966239929199219,40.799667358398437,1,5.00,0.50,0.50,1.58,0.00,0.30,7.88
2,2016-06-01 00:05:28,2016-06-01 00:19:35,6,3.75,-74.005706787109375,40.740478515625000,1,N,-74.008819580078125,40.707729339599609,1,14.00,0.50,0.50,3.06,0.00,0.30,18.36
2,2016-06-01 00:05:28,2016-06-01 00:32:30,1,5.37,-73.981697082519531,40.773448944091797,1,N,-73.925193786621094,40.739959716796875,2,20.00,0.50,0.50,0.00,0.00,0.30,21.30
2,2016-06-01 00:05:29,2016-06-01 23:22:44,5,3.57,-73.980621337890625,40.742080688476562,1,N,-73.982780456542969,40.780181884765625,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
2,2016-06-01 00:05:29,2016-06-01 00:44:27,2,9.86,-73.992973327636719,40.752151489257813,1,N,-73.945800781250000,40.673168182373047,2,32.50,0.50,0.50,0.00,0.00,0.30,33.80
2,2016-06-01 00:05:29,2016-06-01 00:21:20,1,3.62,-74.007873535156250,40.740276336669922,1,N,-74.009483337402344,40.706356048583984,1,14.00,0.50,0.50,3.06,0.00,0.30,18.36
2,2016-06-01 00:05:29,2016-06-01 00:26:33,1,4.70,-73.987655639648438,40.732788085937500,1,N,-73.963729858398438,40.677833557128906,1,18.00,0.50,0.50,1.00,0.00,0.30,20.30
2,2016-06-01 00:05:29,2016-06-01 00:31:41,1,9.38,-74.000549316406250,40.728794097900391,1,N,-73.919456481933594,40.815067291259766,2,30.00,0.50,0.50,0.00,0.00,0.30,31.30
2,2016-06-01 00:05:29,2016-06-01 00:12:38,1,1.19,-73.979721069335938,40.755298614501953,1,N,-73.985160827636719,40.742298126220703,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
2,2016-06-01 00:05:30,2016-06-01 00:12:20,1,1.42,-73.967727661132813,40.753730773925781,1,N,-73.983650207519531,40.753471374511719,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
1,2016-06-01 00:05:31,2016-06-01 00:27:03,2,4.90,-73.975898742675781,40.760353088378906,1,N,-74.017181396484375,40.705509185791016,1,18.00,0.50,0.50,4.00,0.00,0.30,23.30
2,2016-06-01 00:05:31,2016-06-01 00:31:00,1,13.52,-73.873031616210938,40.773990631103516,1,N,-74.010154724121094,40.712173461914062,1,38.00,0.50,0.50,8.97,5.54,0.30,53.81
2,2016-06-01 00:05:31,2016-06-01 00:20:57,1,9.24,-73.870910644531250,40.773788452148438,1,N,-73.957847595214844,40.768558502197266,1,26.00,0.50,0.50,4.00,5.54,0.30,36.84
2,2016-06-01 00:05:32,2016-06-01 00:09:12,2,0.50,-73.997001647949219,40.726692199707031,1,N,-74.002052307128906,40.729858398437500,1,4.50,0.50,0.50,1.74,0.00,0.30,7.54
2,2016-06-01 00:05:32,2016-06-01 00:08:03,1,0.78,-73.967315673828125,40.760398864746094,1,N,-73.960426330566406,40.770065307617187,1,4.50,0.50,0.50,1.00,0.00,0.30,6.80
1,2016-06-01 00:05:33,2016-06-01 00:05:50,1,0.00,-73.982116699218750,40.755920410156250,2,N,-73.982131958007813,40.755905151367188,1,52.00,0.00,0.50,5.66,5.54,0.30,64.00
2,2016-06-01 00:05:33,2016-06-01 00:17:59,1,3.75,-73.991348266601563,40.755062103271484,1,N,-73.972885131835938,40.798511505126953,1,13.50,0.50,0.50,2.96,0.00,0.30,17.76
2,2016-06-01 00:05:33,2016-06-01 00:13:27,1,1.34,-73.990577697753906,40.736671447753906,1,N,-73.980163574218750,40.726978302001953,1,7.50,0.50,0.50,1.00,0.00,0.30,9.80
1,2016-06-01 00:05:34,2016-06-01 00:18:31,3,2.40,-74.007522583007812,40.732990264892578,1,N,-73.993804931640625,40.762035369873047,1,11.50,0.50,0.50,2.55,0.00,0.30,15.35
1,2016-06-01 00:05:34,2016-06-01 00:13:23,1,1.90,-73.939285278320313,40.805076599121094,1,N,-73.957199096679688,40.780216217041016,1,8.50,0.50,0.50,1.95,0.00,0.30,11.75
1,2016-06-01 00:05:34,2016-06-01 00:13:12,1,2.00,-73.987869262695312,40.765106201171875,1,N,-73.974548339843750,40.787586212158203,1,8.50,0.50,0.50,1.00,0.00,0.30,10.80
1,2016-06-01 00:05:34,2016-06-01 00:12:28,1,0.80,-73.983154296875000,40.761371612548828,1,N,-73.991554260253906,40.749786376953125,1,6.50,0.50,0.50,1.95,0.00,0.30,9.75
2,2016-06-01 00:05:34,2016-06-01 00:08:56,3,0.47,-73.985160827636719,40.767669677734375,1,N,-73.977249145507813,40.764728546142578,1,4.50,0.50,0.50,0.00,0.00,0.30,5.80
2,2016-06-01 00:05:34,2016-06-01 00:18:28,1,1.70,-73.792388916015625,40.644718170166016,1,N,-73.792388916015625,40.644718170166016,2,10.00,0.50,0.50,0.00,0.00,0.30,11.30
1,2016-06-01 00:05:36,2016-06-01 00:10:19,1,1.40,-73.980499267578125,40.743633270263672,1,N,-73.965248107910156,40.755229949951172,1,6.00,0.50,0.50,1.50,0.00,0.30,8.80
1,2016-06-01 00:05:36,2016-06-01 00:23:12,1,4.50,-73.999473571777344,40.761734008789063,1,N,-74.009971618652344,40.703353881835938,1,16.50,0.50,0.50,3.55,0.00,0.30,21.35
1,2016-06-01 00:05:36,2016-06-01 00:16:37,1,3.20,-74.009315490722656,40.714889526367188,1,N,-73.979095458984375,40.721889495849609,1,12.00,0.50,0.50,2.65,0.00,0.30,15.95
1,2016-06-01 00:05:36,2016-06-01 00:30:43,1,7.10,-73.975028991699219,40.761650085449219,1,N,-73.913978576660156,40.707996368408203,1,24.00,0.50,0.50,5.05,0.00,0.30,30.35
2,2016-06-01 00:05:36,2016-06-01 00:18:51,3,3.08,-73.990310668945313,40.756736755371094,1,N,-73.984542846679688,40.731319427490234,2,12.00,0.50,0.50,0.00,0.00,0.30,13.30
1,2016-06-01 00:05:37,2016-06-01 00:22:03,1,8.40,-73.990364074707031,40.756454467773438,1,N,-73.938110351562500,40.854282379150391,1,24.50,0.50,0.50,5.15,0.00,0.30,30.95
1,2016-06-01 00:05:38,2016-06-01 00:15:33,1,2.10,-73.996200561523438,40.762596130371094,1,N,-74.005538940429687,40.740016937255859,1,10.00,0.50,0.50,1.00,0.00,0.30,12.30
1,2016-06-01 00:05:38,2016-06-01 00:21:43,1,4.30,-73.973518371582031,40.752079010009766,1,N,-73.907676696777344,40.741859436035156,2,16.00,0.50,0.50,0.00,0.00,0.30,17.30
2,2016-06-01 00:05:38,2016-06-01 00:19:34,2,4.54,-73.989341735839844,40.760398864746094,1,N,-73.938293457031250,40.792098999023438,1,15.00,0.50,0.50,2.80,0.00,0.30,19.10
1,2016-06-01 00:05:39,2016-06-01 00:20:01,1,6.60,-73.870811462402344,40.773708343505859,1,N,-73.945098876953125,40.808059692382812,1,20.50,0.50,0.50,2.00,5.54,0.30,29.34
1,2016-06-01 00:05:39,2016-06-01 00:12:28,1,2.10,-73.954063415527344,40.774677276611328,1,N,-73.947273254394531,40.796581268310547,1,8.00,0.50,0.50,1.00,0.00,0.30,10.30
1,2016-06-01 00:05:39,2016-06-01 00:24:58,1,5.50,-73.990653991699219,40.700393676757812,1,N,-73.996032714843750,40.758861541748047,2,19.50,0.50,0.50,0.00,0.00,0.30,20.80
2,2016-06-01 00:05:41,2016-06-01 00:20:09,1,3.72,-73.999221801757812,40.728321075439453,1,N,-73.944519042968750,40.714550018310547,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
2,2016-06-01 00:05:41,2016-06-01 00:32:35,6,18.72,-73.776733398437500,40.645339965820313,1,N,-73.827758789062500,40.870929718017578,1,50.00,0.50,0.50,11.37,5.54,0.30,68.21
2,2016-06-01 00:05:42,2016-06-01 00:19:45,2,7.19,-73.997390747070313,40.674510955810547,1,N,-73.955192565917969,40.735740661621094,1,21.50,0.50,0.50,4.00,0.00,0.30,26.80
1,2016-06-01 00:05:43,2016-06-01 00:27:54,2,5.80,-73.982406616210938,40.770030975341797,1,N,-73.890411376953125,40.746078491210937,2,20.50,0.50,0.50,0.00,0.00,0.30,21.80
2,2016-06-01 00:05:43,2016-06-01 00:28:01,2,4.61,-73.983360290527344,40.768138885498047,1,N,-73.923248291015625,40.761878967285156,1,19.00,0.50,0.50,2.50,0.00,0.30,22.80
2,2016-06-01 00:05:43,2016-06-01 00:11:08,1,0.94,-73.976570129394531,40.752109527587891,1,N,-73.967109680175781,40.761009216308594,2,6.00,0.50,0.50,0.00,0.00,0.30,7.30
2,2016-06-01 00:05:43,2016-06-01 00:24:01,1,4.27,-73.988159179687500,40.739368438720703,1,N,-73.947380065917969,40.773521423339844,1,16.00,0.50,0.50,4.32,0.00,0.30,21.62
2,2016-06-01 00:05:43,2016-06-01 00:21:35,1,3.83,-73.986236572265625,40.757133483886719,1,N,-74.006584167480469,40.708488464355469,1,14.00,0.50,0.50,3.06,0.00,0.30,18.36
2,2016-06-01 00:05:43,2016-06-01 00:41:54,2,22.38,-73.873970031738281,40.773735046386719,1,N,-73.960426330566406,40.576450347900391,2,60.50,0.50,0.50,0.00,0.00,0.30,61.80
1,2016-06-01 00:05:44,2016-06-01 00:21:40,2,3.60,-73.989814758300781,40.760650634765625,1,N,-73.949676513671875,40.785362243652344,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
1,2016-06-01 00:05:44,2016-06-01 00:18:34,1,3.80,-73.976173400878906,40.604019165039063,1,N,-73.960311889648437,40.646171569824219,1,13.50,0.50,0.50,2.96,0.00,0.30,17.76
1,2016-06-01 00:05:45,2016-06-01 00:11:43,1,1.00,-73.964263916015625,40.807556152343750,1,N,-73.957382202148438,40.805332183837891,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
2,2016-06-01 00:05:45,2016-06-01 00:29:03,1,5.67,-73.991966247558594,40.723922729492188,1,N,-73.978652954101563,40.784168243408203,1,21.00,0.50,0.50,2.00,0.00,0.30,24.30
2,2016-06-01 00:05:45,2016-06-01 00:23:01,3,1.70,-73.983489990234375,40.726173400878906,1,N,-73.983558654785156,40.726913452148438,1,12.00,0.50,0.50,1.00,0.00,0.30,14.30
1,2016-06-01 00:05:46,2016-06-01 00:25:49,1,9.90,-73.872924804687500,40.774131774902344,1,N,-73.998741149902344,40.727966308593750,1,30.00,0.50,0.50,7.80,0.00,0.30,39.10
2,2016-06-01 00:05:46,2016-06-01 00:08:00,1,0.62,-73.959083557128906,40.763240814208984,1,N,-73.952842712402344,40.772190093994141,2,4.00,0.50,0.50,0.00,0.00,0.30,5.30
2,2016-06-01 00:05:46,2016-06-01 00:13:40,5,1.53,-74.003959655761719,40.738430023193359,1,N,-73.989463806152344,40.758049011230469,1,7.50,0.50,0.50,1.50,0.00,0.30,10.30
2,2016-06-01 00:05:46,2016-06-01 00:25:12,1,8.25,-73.986068725585937,40.762928009033203,1,N,-73.927665710449219,40.857051849365234,2,25.50,0.50,0.50,0.00,0.00,0.30,26.80
1,2016-06-01 00:05:47,2016-06-01 00:12:49,1,2.20,-73.987396240234375,40.733360290527344,1,N,-73.964538574218750,40.756015777587891,1,8.50,0.50,0.50,0.00,0.00,0.30,9.80
1,2016-06-01 00:05:47,2016-06-01 00:22:04,1,3.50,-73.974624633789063,40.761844635009766,1,N,-73.928802490234375,40.758220672607422,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
1,2016-06-01 00:05:47,2016-06-01 00:09:20,2,0.70,-73.987129211425781,40.756214141845703,1,N,-73.988014221191406,40.748313903808594,2,4.50,0.50,0.50,0.00,0.00,0.30,5.80
1,2016-06-01 00:05:47,2016-06-01 00:24:02,2,5.60,-74.002861022949219,40.733406066894531,1,N,-73.972206115722656,40.793140411376953,1,19.00,0.50,0.50,5.00,0.00,0.30,25.30
2,2016-06-01 00:05:47,2016-06-01 00:17:55,5,3.50,-73.990806579589844,40.734008789062500,1,N,-73.983253479003906,40.696750640869141,1,13.00,0.50,0.50,2.86,0.00,0.30,17.16
1,2016-06-01 00:05:48,2016-06-01 00:15:47,1,1.40,-73.998992919921875,40.733394622802734,1,N,-73.975677490234375,40.725109100341797,2,8.50,0.50,0.50,0.00,0.00,0.30,9.80
2,2016-06-01 00:05:49,2016-06-01 00:19:56,1,2.63,-73.997528076171875,40.714149475097656,1,N,-73.996673583984375,40.742740631103516,2,10.00,0.50,0.50,0.00,0.00,0.30,11.30
2,2016-06-01 00:05:49,2016-06-01 00:34:48,6,19.07,-73.782417297363281,40.644538879394531,1,N,-73.952316284179687,40.676269531250000,1,52.50,0.50,0.50,10.76,0.00,0.30,64.56
2,2016-06-01 00:05:50,2016-06-01 00:44:09,1,20.32,-73.987808227539062,40.718582153320313,1,N,-73.930824279785156,40.597896575927734,1,55.50,0.50,0.50,11.36,0.00,0.30,68.16
1,2016-06-01 00:05:51,2016-06-01 00:12:21,1,1.30,-73.971893310546875,40.757022857666016,1,N,-73.990615844726563,40.755126953125000,4,7.00,0.50,0.50,0.00,0.00,0.30,8.30
1,2016-06-01 00:05:52,2016-06-01 00:33:24,1,5.60,-73.987495422363281,40.741565704345703,1,N,-73.916503906250000,40.766780853271484,1,21.50,0.50,0.50,2.00,0.00,0.30,24.80
2,2016-06-01 00:05:52,2016-06-01 00:12:09,1,1.18,-73.981353759765625,40.759498596191406,1,N,-73.998573303222656,40.760669708251953,1,6.00,0.50,0.50,2.19,0.00,0.30,9.49
2,2016-06-01 00:05:52,2016-06-01 00:18:25,1,2.73,-73.866531372070313,40.721679687500000,1,N,-73.893836975097656,40.750068664550781,1,11.50,0.50,0.50,2.56,0.00,0.30,15.36
2,2016-06-01 00:05:52,2016-06-01 00:18:28,1,2.79,-73.989021301269531,40.726699829101563,1,N,-74.016227722167969,40.710029602050781,1,11.50,0.50,0.50,1.00,0.00,0.30,13.80
1,2016-06-01 00:05:53,2016-06-01 00:17:58,1,2.00,-73.978881835937500,40.752635955810547,1,N,-73.984481811523438,40.732799530029297,2,10.50,0.50,0.50,0.00,0.00,0.30,11.80
1,2016-06-01 00:05:53,2016-06-01 00:16:44,1,3.60,-73.955894470214844,40.772350311279297,1,N,-73.988105773925781,40.728195190429687,1,12.50,0.50,0.50,2.75,0.00,0.30,16.55
1,2016-06-01 00:05:53,2016-06-01 00:15:03,1,2.10,-73.974838256835938,40.790813446044922,1,N,-73.946418762207031,40.777462005615234,1,9.50,0.50,0.50,1.00,0.00,0.30,11.80
1,2016-06-01 00:05:54,2016-06-01 00:14:17,1,1.50,-73.998207092285156,40.730430603027344,1,N,-74.010559082031250,40.714626312255859,1,8.00,0.50,0.50,0.80,0.00,0.30,10.10
2,2016-06-01 00:05:54,2016-06-01 00:23:22,3,3.56,-73.982635498046875,40.747890472412109,1,N,-73.957122802734375,40.763317108154297,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
2,2016-06-01 00:05:54,2016-06-01 00:13:09,1,3.57,-73.947181701660156,40.782070159912109,1,N,-73.974349975585937,40.744308471679687,1,11.50,0.50,0.50,1.00,0.00,0.30,13.80
2,2016-06-01 00:05:54,2016-06-01 00:12:13,1,1.57,-73.949470520019531,40.772861480712891,1,N,-73.955017089843750,40.788490295410156,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
2,2016-06-01 00:05:54,2016-06-01 00:11:09,1,1.74,-73.978347778320312,40.783283233642578,1,N,-73.959640502929687,40.798519134521484,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
1,2016-06-01 00:05:55,2016-06-01 00:23:53,1,5.10,-73.924705505371094,40.761589050292969,1,N,-73.984657287597656,40.760578155517578,2,17.50,0.50,0.50,0.00,0.00,0.30,18.80
1,2016-06-01 00:05:55,2016-06-01 00:17:16,1,2.60,-73.971870422363281,40.765781402587891,1,N,-73.999000549316406,40.739471435546875,1,10.50,0.50,0.50,2.00,0.00,0.30,13.80
2,2016-06-01 00:05:55,2016-06-01 00:14:47,1,1.14,-73.980842590332031,40.764881134033203,1,N,-73.965721130371094,40.762718200683594,1,7.50,0.50,0.50,1.76,0.00,0.30,10.56
1,2016-06-01 00:05:56,2016-06-01 00:10:36,2,0.80,-73.869499206542969,40.735313415527344,1,N,-73.858917236328125,40.738788604736328,2,5.00,0.50,0.50,0.00,0.00,0.30,6.30
2,2016-06-01 00:05:56,2016-06-01 00:20:03,1,3.95,-73.993156433105469,40.735031127929688,1,N,-73.992218017578125,40.689579010009766,1,14.00,0.50,0.50,3.06,0.00,0.30,18.36
2,2016-06-01 00:05:56,2016-06-01 00:16:29,6,2.32,-73.998550415039062,40.728565216064453,1,N,-73.987106323242187,40.755416870117187,2,10.00,0.50,0.50,0.00,0.00,0.30,11.30
2,2016-06-01 00:05:56,2016-06-01 00:25:57,1,4.96,-73.993713378906250,40.741588592529297,1,N,-73.975959777832031,40.694099426269531,2,18.00,0.50,0.50,0.00,0.00,0.30,19.30
1,2016-06-01 00:05:57,2016-06-01 00:12:49,1,1.80,-73.927520751953125,40.679309844970703,1,N,-73.950988769531250,40.687465667724609,1,7.50,0.50,0.50,0.00,0.00,0.30,8.80
1,2016-06-01 00:05:58,2016-06-01 00:15:23,1,2.50,-73.981338500976563,40.764350891113281,1,N,-73.972862243652344,40.793003082275391,1,9.50,0.50,0.50,2.00,0.00,0.30,12.80
2,2016-06-01 00:05:58,2016-06-01 00:17:03,5,5.48,-73.981140136718750,40.753299713134766,1,N,-74.011726379394531,40.701648712158203,2,17.00,0.50,0.50,0.00,0.00,0.30,18.30
2,2016-06-01 00:05:58,2016-06-01 00:25:04,6,9.40,-73.993675231933594,40.758972167968750,1,N,-73.928169250488281,40.858669281005859,2,27.00,0.50,0.50,0.00,0.00,0.30,28.30
2,2016-06-01 00:05:58,2016-06-01 00:11:53,2,1.48,-73.987358093261719,40.760272979736328,1,N,-73.980995178222656,40.777503967285156,1,7.00,0.50,0.50,1.00,0.00,0.30,9.30
1,2016-06-01 00:05:59,2016-06-01 00:09:33,1,0.10,-73.872894287109375,40.774173736572266,1,N,-73.875221252441406,40.774055480957031,2,4.00,0.50,0.50,0.00,0.00,0.30,5.30
1,2016-06-01 00:05:59,2016-06-01 00:11:59,2,1.20,-73.983329772949219,40.760562896728516,1,N,-73.985877990722656,40.771270751953125,1,6.50,0.50,0.50,1.55,0.00,0.30,9.35
1,2016-06-01 00:05:59,2016-06-01 00:11:49,1,1.00,-73.993804931640625,40.767154693603516,1,N,-73.984718322753906,40.758186340332031,2,5.50,0.50,0.50,0.00,0.00,0.30,6.80
1,2016-06-01 00:05:59,2016-06-01 00:08:44,1,0.00,-73.974182128906250,40.751960754394531,5,N,-73.973899841308594,40.752082824707031,3,0.01,0.00,0.00,0.00,0.00,0.30,0.31
1,2016-06-01 00:06:01,2016-06-01 00:22:42,2,4.80,-73.989234924316406,40.752342224121094,1,N,-73.947792053222656,40.804447174072266,2,16.00,0.50,0.50,0.00,0.00,0.30,17.30
1,2016-06-01 00:06:02,2016-06-01 00:18:25,1,4.90,-74.014259338378906,40.713352203369141,1,N,-73.983703613281250,40.729610443115234,1,16.50,0.50,0.50,3.55,0.00,0.30,21.35
2,2016-06-01 00:06:02,2016-06-01 00:45:49,1,25.64,-73.862991333007813,40.769359588623047,4,N,-73.769943237304688,41.035110473632813,2,90.50,0.50,0.50,0.00,5.54,0.30,97.34
1,2016-06-01 00:06:03,2016-06-01 00:10:41,2,0.90,-73.977470397949219,40.750301361083984,1,N,-73.966903686523438,40.757461547851563,1,5.50,0.50,0.50,1.00,0.00,0.30,7.80
2,2016-06-01 00:06:03,2016-06-01 00:15:05,3,3.86,-73.971763610839844,40.794860839843750,1,N,-73.944160461425781,40.837051391601562,1,13.00,0.50,0.50,1.00,0.00,0.30,15.30
2,2016-06-01 00:06:03,2016-06-01 00:20:28,1,7.08,-73.956375122070313,40.771507263183594,1,N,-74.011947631835938,40.701560974121094,2,21.50,0.50,0.50,0.00,0.00,0.30,22.80
2,2016-06-01 00:06:03,2016-06-01 00:31:11,2,15.69,-73.873168945312500,40.774002075195313,1,N,-73.975669860839844,40.633419036865234,1,43.00,0.50,0.50,9.00,0.00,0.30,53.30
1,2016-06-01 00:06:04,2016-06-01 00:06:14,1,0.00,-73.945297241210938,40.751617431640625,1,N,-73.945320129394531,40.751602172851562,2,2.50,0.50,0.50,0.00,0.00,0.30,3.80
2,2016-06-01 00:06:04,2016-06-01 00:11:31,1,0.62,-74.008140563964844,40.741497039794922,1,N,-74.003837585449219,40.742004394531250,2,5.50,0.50,0.50,0.00,0.00,0.30,6.80
1,2016-06-01 00:06:05,2016-06-01 00:11:47,1,2.40,-73.955665588378906,40.768417358398438,1,N,-73.936141967773438,40.797332763671875,1,8.50,0.50,0.50,1.20,0.00,0.30,11.00
2,2016-06-01 00:06:05,2016-06-01 00:29:14,1,7.52,-73.994033813476563,40.720073699951172,1,N,-73.935646057128906,40.795871734619141,1,24.50,0.50,0.50,5.16,0.00,0.30,30.96
