vendor_id,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code_id,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-06-01 00:10:01,2016-06-01 00:18:44,1,1.01,-73.988861083984375,40.748508453369141,1,N,-73.991645812988281,40.735321044921875,1,7.00,0.50,0.50,1.66,0.00,0.30,9.96
2,2016-06-01 00:10:02,2016-06-01 00:19:02,1,1.67,-73.975143432617188,40.787849426269531,1,N,-73.951400756835938,40.781429290771484,1,8.50,0.50,0.50,1.00,0.00,0.30,10.80
1,2016-06-01 00:10:05,2016-06-01 00:20:51,1,1.90,-73.981468200683594,40.780826568603516,1,N,-73.989356994628906,40.757846832275391,2,9.50,0.50,0.50,0.00,0.00,0.30,10.80
2,2016-06-01 00:10:05,2016-06-01 00:17:27,1,1.24,-73.991600036621094,40.764831542968750,1,N,-73.971519470214844,40.758220672607422,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
2,2016-06-01 00:10:06,2016-06-01 00:15:28,2,1.09,-73.976264953613281,40.754375457763672,1,N,-73.975997924804688,40.765876770019531,2,6.00,0.50,0.50,0.00,0.00,0.30,7.30
2,2016-06-01 00:10:06,2016-06-01 00:26:54,1,5.00,-74.012741088867188,40.702518463134766,1,N,-73.991035461425781,40.751224517822266,1,17.50,0.50,0.50,3.76,0.00,0.30,22.56
1,2016-06-01 00:10:07,2016-06-01 00:17:10,1,1.60,-73.949073791503906,40.776798248291016,1,N,-73.974586486816406,40.788288116455078,1,8.00,0.50,0.50,1.00,0.00,0.30,10.30
1,2016-06-01 00:10:08,2016-06-01 00:13:29,1,0.40,-73.986251831054687,40.756069183349609,1,N,-73.978187561035156,40.752765655517578,2,4.00,0.50,0.50,0.00,0.00,0.30,5.30
2,2016-06-01 00:10:08,2016-06-01 00:16:44,1,1.22,-73.963829040527344,40.761249542236328,1,N,-73.981262207031250,40.761131286621094,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
2,2016-06-01 00:10:09,2016-06-01 00:18:39,2,1.42,-73.981849670410156,40.755718231201172,1,N,-73.964622497558594,40.763809204101562,1,8.00,0.50,0.50,1.86,0.00,0.30,11.16
2,2016-06-01 00:10:10,2016-06-01 00:13:52,1,0.59,-73.985153198242188,40.759635925292969,1,N,-73.989303588867187,40.758735656738281,2,4.50,0.50,0.50,0.00,0.00,0.30,5.80
2,2016-06-01 00:10:10,2016-06-01 00:14:48,1,0.74,-74.003219604492188,40.740036010742188,1,N,-74.004333496093750,40.731723785400391,1,5.50,0.50,0.50,1.36,0.00,0.30,8.16
1,2016-06-01 00:10:11,2016-06-01 00:34:01,1,14.50,-73.872962951660156,40.774040222167969,1,N,-74.006858825683594,40.706844329833984,1,40.00,0.50,0.50,7.03,5.54,0.30,53.87
2,2016-06-01 00:10:11,2016-06-01 00:28:01,5,6.31,-73.870780944824219,40.773799896240234,1,N,-73.964271545410156,40.760616302490234,1,20.50,0.50,0.50,6.00,0.00,0.30,27.80
1,2016-06-01 00:10:13,2016-06-01 00:20:36,1,2.10,-73.987258911132813,40.729156494140625,1,N,-73.992042541503906,40.749206542968750,2,9.50,0.50,0.50,0.00,0.00,0.30,10.80
1,2016-06-01 00:10:13,2016-06-01 00:12:10,1,0.80,-73.965805053710938,40.795322418212891,1,N,-73.975181579589844,40.787872314453125,1,4.50,0.50,0.50,1.15,0.00,0.30,6.95
2,2016-06-01 00:10:13,2016-06-01 00:17:36,1,1.76,-73.981506347656250,40.773792266845703,1,N,-73.957008361816406,40.766696929931641,1,8.00,0.50,0.50,2.32,0.00,0.30,11.62
1,2016-06-01 00:10:14,2016-06-01 00:20:18,1,2.20,-73.985511779785156,40.722099304199219,1,N,-73.996505737304688,40.742790222167969,1,9.50,0.50,0.50,1.20,0.00,0.30,12.00
1,2016-06-01 00:10:14,2016-06-01 00:20:58,1,3.20,-73.987373352050781,40.760795593261719,1,N,-73.961906433105469,40.802230834960938,2,11.50,0.50,0.50,0.00,0.00,0.30,12.80
1,2016-06-01 00:10:15,2016-06-01 00:31:15,1,9.40,-73.979148864746094,40.762302398681641,1,N,-73.929885864257812,40.858680725097656,2,28.50,0.50,0.50,0.00,0.00,0.30,29.80
2,2016-06-01 00:10:15,2016-06-01 00:33:58,2,5.22,-73.984512329101563,40.739490509033203,1,N,-73.912651062011719,40.759929656982422,2,19.00,0.50,0.50,0.00,0.00,0.30,20.30
1,2016-06-01 00:10:16,2016-06-01 00:17:53,2,1.10,-73.999641418457031,40.731163024902344,1,N,-73.983238220214844,40.726421356201172,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
1,2016-06-01 00:10:16,2016-06-01 00:42:48,1,8.90,-73.991004943847656,40.734710693359375,1,N,-73.944236755371094,40.826290130615234,2,30.50,0.50,0.50,0.00,0.00,0.30,31.80
2,2016-06-01 00:10:16,2016-06-01 00:16:04,2,1.34,-73.981773376464844,40.767250061035156,1,N,-73.995658874511719,40.754409790039063,1,6.50,0.50,0.50,1.00,0.00,0.30,8.80
2,2016-06-01 00:10:17,2016-06-01 00:18:06,1,1.75,-73.989845275878906,40.735370635986328,1,N,-74.007148742675781,40.719760894775391,1,8.00,0.50,0.50,1.00,0.00,0.30,10.30
2,2016-06-01 00:10:17,2016-06-01 00:15:32,1,0.86,-73.987457275390625,40.762092590332031,1,N,-73.982597351074219,40.762672424316406,2,5.50,0.50,0.50,0.00,0.00,0.30,6.80
1,2016-06-01 00:10:18,2016-06-01 00:25:20,1,1.60,-74.001213073730469,40.731208801269531,1,N,-73.986274719238281,40.720508575439453,1,11.00,0.50,0.50,2.45,0.00,0.30,14.75
2,2016-06-01 00:10:18,2016-06-01 00:23:25,1,4.13,-73.985931396484375,40.752590179443359,1,N,-73.965309143066406,40.803668975830078,1,14.00,0.50,0.50,1.00,0.00,0.30,16.30
1,2016-06-01 00:10:19,2016-06-01 00:12:59,1,0.50,-73.986183166503906,40.740978240966797,1,N,-73.980705261230469,40.744991302490234,1,4.00,0.50,0.50,2.00,0.00,0.30,7.30
1,2016-06-01 00:10:20,2016-06-01 00:13:58,2,1.00,-73.982795715332031,40.771999359130859,1,N,-73.988464355468750,40.760135650634766,1,5.00,0.50,0.50,1.50,0.00,0.30,7.80
2,2016-06-01 00:10:21,2016-06-01 00:11:42,1,0.30,0.000000000000000,0.000000000000000,1,N,0.000000000000000,0.000000000000000,2,3.00,0.50,0.50,0.00,0.00,0.30,4.30
1,2016-06-01 00:10:22,2016-06-01 00:16:36,2,1.50,0.000000000000000,0.000000000000000,1,N,0.000000000000000,0.000000000000000,1,7.00,0.50,0.50,1.65,0.00,0.30,9.95
1,2016-06-01 00:10:22,2016-06-01 00:19:06,2,1.90,-73.981948852539063,40.740425109863281,1,N,-73.987388610839844,40.760246276855469,1,8.50,0.50,0.50,0.00,0.00,0.30,9.80
1,2016-06-01 00:10:23,2016-06-01 00:19:08,2,1.00,-73.984573364257813,40.748687744140625,1,N,-73.992248535156250,40.753658294677734,2,7.50,0.50,0.50,0.00,0.00,0.30,8.80
2,2016-06-01 00:10:23,2016-06-01 00:31:42,1,5.12,-73.956550598144531,40.771411895751953,1,N,-73.904045104980469,40.774505615234375,2,18.00,0.50,0.50,0.00,0.00,0.30,19.30
1,2016-06-01 00:10:24,2016-06-01 00:30:00,1,4.70,-73.984001159667969,40.764926910400391,1,N,-73.938003540039062,40.817901611328125,1,18.00,0.50,0.50,3.85,0.00,0.30,23.15
2,2016-06-01 00:10:24,2016-06-01 00:20:40,1,2.12,-73.980300903320313,40.765609741210938,1,N,-73.971443176269531,40.745349884033203,1,9.50,0.50,0.50,2.70,0.00,0.30,13.50
2,2016-06-01 00:10:24,2016-06-01 00:17:20,1,1.85,-73.939407348632813,40.816242218017578,1,N,-73.932914733886719,40.799358367919922,1,8.00,0.50,0.50,0.00,0.00,0.30,9.30
2,2016-06-01 00:10:24,2016-06-01 00:27:06,1,2.63,-73.981651306152344,40.761302947998047,1,N,-74.004348754882813,40.729717254638672,1,13.00,0.50,0.50,1.70,0.00,0.30,16.00
1,2016-06-01 00:10:25,2016-06-01 00:17:33,1,1.90,-73.975189208984375,40.752212524414063,1,N,-73.994369506835938,40.732311248779297,1,8.00,0.50,0.50,2.30,0.00,0.30,11.60
2,2016-06-01 00:10:25,2016-06-01 00:20:46,2,2.69,-73.944030761718750,40.809917449951172,1,N,-73.972785949707031,40.789283752441406,1,10.50,0.50,0.50,0.00,0.00,0.30,11.80
2,2016-06-01 00:10:25,2016-06-01 00:33:33,3,10.86,-73.987129211425781,40.729080200195313,1,N,-74.030967712402344,40.618019104003906,2,31.50,0.50,0.50,0.00,0.00,0.30,32.80
2,2016-06-01 00:10:26,2016-06-01 00:15:43,3,0.79,-73.983451843261719,40.734371185302734,1,N,-73.981979370117187,40.727729797363281,1,5.00,0.50,0.50,0.00,0.00,0.30,6.30
1,2016-06-01 00:10:27,2016-06-01 00:38:28,1,11.90,-73.862449645996094,40.768905639648438,1,N,-73.987098693847656,40.765159606933594,1,35.50,0.50,0.50,8.45,5.54,0.30,50.79
1,2016-06-01 00:10:27,2016-06-01 00:30:57,1,15.00,-73.776756286621094,40.645133972167969,1,N,-73.923881530761719,40.761268615722656,2,41.00,0.50,0.50,0.00,0.00,0.30,42.30
2,2016-06-01 00:10:28,2016-06-01 00:31:13,1,11.63,-73.862846374511719,40.768791198730469,1,N,-73.997535705566406,40.693622589111328,2,33.00,0.50,0.50,0.00,0.00,0.30,34.30
1,2016-06-01 00:10:29,2016-06-01 00:14:17,1,0.80,-74.002296447753906,40.739646911621094,1,N,-73.987472534179688,40.733406066894531,1,5.00,0.50,0.50,1.20,0.00,0.30,7.50
1,2016-06-01 00:10:30,2016-06-01 00:23:44,1,5.00,-73.870826721191406,40.773719787597656,1,N,-73.940216064453125,40.757629394531250,2,16.00,0.50,0.50,0.00,0.00,0.30,17.30
2,2016-06-01 00:10:30,2016-06-01 00:34:39,1,11.34,-73.862586975097656,40.768863677978516,1,N,-74.003974914550781,40.729927062988281,1,34.00,0.50,0.50,5.00,0.00,0.30,40.30
2,2016-06-01 00:10:30,2016-06-01 00:12:53,2,0.44,-73.987335205078125,40.755649566650391,1,N,-73.991203308105469,40.750282287597656,2,3.50,0.50,0.50,0.00,0.00,0.30,4.80
1,2016-06-01 00:10:31,2016-06-01 00:33:41,1,7.30,-74.002410888671875,40.714450836181641,1,N,-73.944557189941406,40.802455902099609,1,23.00,0.50,0.50,4.85,0.00,0.30,29.15
2,2016-06-01 00:10:32,2016-06-01 00:34:50,1,5.63,-73.989860534667969,40.747131347656250,1,N,-73.908706665039063,40.760978698730469,1,20.00,0.50,0.50,3.00,0.00,0.30,24.30
1,2016-06-01 00:10:33,2016-06-01 00:13:51,1,0.50,-73.972602844238281,40.793579101562500,1,N,-73.971145629882813,40.800224304199219,1,4.50,0.50,0.50,1.15,0.00,0.30,6.95
2,2016-06-01 00:10:33,2016-06-01 00:20:23,1,1.42,-74.004371643066406,40.751049041748047,1,N,-73.984741210937500,40.745330810546875,1,8.00,0.50,0.50,1.86,0.00,0.30,11.16
2,2016-06-01 00:10:33,2016-06-01 00:18:13,1,1.30,-73.980682373046875,40.778232574462891,1,N,-73.978462219238281,40.765136718750000,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
1,2016-06-01 00:10:35,2016-06-01 00:20:26,1,2.50,-73.982818603515625,40.739215850830078,1,N,-73.993911743164062,40.763179779052734,1,10.00,0.50,0.50,2.25,0.00,0.30,13.55
1,2016-06-01 00:10:35,2016-06-01 00:21:19,1,0.00,-73.987899780273437,40.720829010009766,1,N,-73.974227905273438,40.730651855468750,1,7.50,0.50,0.50,1.50,0.00,0.30,10.30
1,2016-06-01 00:10:35,2016-06-01 00:14:17,1,0.40,-73.984413146972656,40.728595733642578,1,N,-73.978675842285156,40.724838256835938,1,4.50,0.50,0.50,0.00,0.00,0.30,5.80
1,2016-06-01 00:10:35,2016-06-01 00:31:31,1,4.50,-74.006790161132813,40.748764038085938,1,N,-73.955841064453125,40.776081085205078,1,18.00,0.50,0.50,1.00,0.00,0.30,20.30
2,2016-06-01 00:10:35,2016-06-01 00:38:50,4,11.28,-73.987373352050781,40.748680114746094,1,N,-73.992446899414062,40.644401550292969,1,35.00,0.50,0.50,7.26,0.00,0.30,43.56
2,2016-06-01 00:10:35,2016-06-01 00:33:16,5,17.55,-73.790130615234375,40.646968841552734,1,N,-73.984710693359375,40.696578979492187,1,46.50,0.50,0.50,11.95,0.00,0.30,59.75
1,2016-06-01 00:10:36,2016-06-01 00:12:09,1,0.30,-73.998237609863281,40.735397338867188,1,N,-74.000411987304688,40.737987518310547,1,3.00,0.50,0.50,1.00,0.00,0.30,5.30
2,2016-06-01 00:10:36,2016-06-01 00:31:49,6,5.02,-73.992530822753906,40.724689483642578,1,N,-73.992210388183594,40.660568237304688,1,19.50,0.50,0.50,5.20,0.00,0.30,26.00
1,2016-06-01 00:10:37,2016-06-01 00:16:12,1,1.00,-73.980903625488281,40.784679412841797,1,N,-73.968757629394531,40.791683197021484,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
1,2016-06-01 00:10:37,2016-06-01 00:19:56,1,1.30,-73.986602783203125,40.747791290283203,1,N,-73.986190795898437,40.758380889892578,1,8.00,0.50,0.50,1.85,0.00,0.30,11.15
1,2016-06-01 00:10:37,2016-06-01 00:17:49,1,2.50,-73.983604431152344,40.765789031982422,1,N,-73.967254638671875,40.798408508300781,2,9.00,0.50,0.50,0.00,0.00,0.30,10.30
1,2016-06-01 00:10:38,2016-06-01 00:47:11,1,8.30,-73.994468688964844,40.740646362304688,1,N,-73.955245971679688,40.664428710937500,1,29.50,0.50,0.50,6.15,0.00,0.30,36.95
1,2016-06-01 00:10:39,2016-06-01 00:57:17,2,16.00,-73.992233276367188,40.743595123291016,1,N,-73.824226379394531,40.680473327636719,2,50.00,0.50,0.50,0.00,0.00,0.30,51.30
2,2016-06-01 00:10:39,2016-06-01 00:31:39,1,4.45,-74.001998901367188,40.761402130126953,1,N,-73.949150085449219,40.776973724365234,1,18.00,0.50,0.50,4.00,0.00,0.30,23.30
2,2016-06-01 00:10:39,2016-06-01 00:30:28,1,3.28,-73.983078002929688,40.762748718261719,1,N,-74.006820678710938,40.719852447509766,1,15.50,0.50,0.50,3.20,0.00,0.30,20.00
2,2016-06-01 00:10:39,2016-06-01 00:19:10,1,2.61,-73.985717773437500,40.763038635253906,1,N,-73.961456298828125,40.796020507812500,1,10.00,0.50,0.50,2.26,0.00,0.30,13.56
2,2016-06-01 00:10:39,2016-06-01 00:20:35,1,2.16,-73.965530395507813,40.800319671630859,1,N,-73.948013305664062,40.789669036865234,1,9.50,0.50,0.50,2.16,0.00,0.30,12.96
1,2016-06-01 00:10:40,2016-06-01 00:34:56,1,9.60,-73.862800598144531,40.769035339355469,1,N,-73.978637695312500,40.762107849121094,1,29.50,0.50,0.50,6.15,0.00,0.30,36.95
2,2016-06-01 00:10:40,2016-06-01 00:29:08,1,7.26,-73.970481872558594,40.758560180664063,1,N,-73.992553710937500,40.687538146972656,1,22.50,0.50,0.50,2.00,0.00,0.30,25.80
2,2016-06-01 00:10:40,2016-06-01 00:39:33,5,9.98,-73.973091125488281,40.678165435791016,1,N,-73.868698120117187,40.748054504394531,2,32.50,0.50,0.50,0.00,0.00,0.30,33.80
1,2016-06-01 00:10:41,2016-06-01 00:19:32,1,2.30,-74.003295898437500,40.743652343750000,1,N,-73.987182617187500,40.722286224365234,2,9.00,0.50,0.50,0.00,0.00,0.30,10.30
1,2016-06-01 00:10:41,2016-06-01 00:31:12,1,10.20,-73.872932434082031,40.774089813232422,1,N,-73.993995666503906,40.732658386230469,1,29.50,0.50,0.50,6.00,0.00,0.30,36.80
2,2016-06-01 00:10:41,2016-06-01 00:24:57,1,4.07,-73.977119445800781,40.787731170654297,1,N,-74.000000000000000,40.737960815429688,2,14.50,0.50,0.50,0.00,0.00,0.30,15.80
2,2016-06-01 00:10:41,2016-06-01 00:38:21,1,18.80,-73.791374206542969,40.645740509033203,2,N,-73.990112304687500,40.733467102050781,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
1,2016-06-01 00:10:42,2016-06-01 00:14:12,2,0.60,-73.954658508300781,40.784126281738281,1,N,-73.961418151855469,40.774620056152344,2,4.50,0.50,0.50,0.00,0.00,0.30,5.80
1,2016-06-01 00:10:42,2016-06-01 00:15:20,1,1.60,0.000000000000000,0.000000000000000,1,N,0.000000000000000,0.000000000000000,2,7.00,0.50,0.50,0.00,0.00,0.30,8.30
1,2016-06-01 00:10:42,2016-06-01 00:44:18,1,5.80,-73.955909729003906,40.772106170654297,1,N,-73.967330932617188,40.756092071533203,2,25.50,0.50,0.50,0.00,0.00,0.30,26.80
2,2016-06-01 00:10:42,2016-06-01 00:29:03,1,3.66,-74.007858276367188,40.740505218505859,1,N,-73.974296569824219,40.760620117187500,1,15.50,0.50,0.50,3.36,0.00,0.30,20.16
2,2016-06-01 00:10:42,2016-06-01 00:22:53,2,2.58,-73.985107421875000,40.723751068115234,1,N,-73.995910644531250,40.749191284179688,1,11.00,0.50,0.50,2.46,0.00,0.30,14.76
1,2016-06-01 00:10:43,2016-06-01 00:22:33,3,2.80,-73.985778808593750,40.738586425781250,1,N,-73.961746215820312,40.766033172607422,1,11.00,0.50,0.50,2.45,0.00,0.30,14.75
2,2016-06-01 00:10:43,2016-06-01 00:14:12,3,0.78,-73.992820739746094,40.724250793457031,1,N,-74.004280090332031,40.730579376220703,1,4.50,0.50,0.50,1.16,0.00,0.30,6.96
2,2016-06-01 00:10:43,2016-06-01 00:23:55,1,2.46,-74.004531860351563,40.742229461669922,1,N,-73.977851867675781,40.764991760253906,1,11.00,0.50,0.50,2.46,0.00,0.30,14.76
2,2016-06-01 00:10:43,2016-06-01 00:13:33,3,0.80,-73.977210998535156,40.764701843261719,1,N,-73.971832275390625,40.757019042968750,2,4.50,0.50,0.50,0.00,0.00,0.30,5.80
1,2016-06-01 00:10:44,2016-06-01 00:26:23,1,7.90,-73.872947692871094,40.774166107177734,1,N,-73.946723937988281,40.773223876953125,1,23.50,0.50,0.50,6.05,5.54,0.30,36.39
1,2016-06-01 00:10:46,2016-06-01 00:28:22,1,12.00,-73.987174987792969,40.768646240234375,1,N,-73.869529724121094,40.854644775390625,1,33.00,0.50,0.50,5.70,0.00,0.30,40.00
1,2016-06-01 00:10:46,2016-06-01 00:36:12,1,3.70,-73.956710815429687,40.708057403564453,1,N,-73.911750793457031,40.682537078857422,1,18.00,0.50,0.50,3.85,0.00,0.30,23.15
1,2016-06-01 00:10:46,2016-06-01 00:14:03,1,0.80,-73.979133605957031,40.744300842285156,1,N,-73.970184326171875,40.750652313232422,2,4.50,0.50,0.50,0.00,0.00,0.30,5.80
1,2016-06-01 00:10:47,2016-06-01 00:37:39,1,11.70,-73.864509582519531,40.770252227783203,1,N,-73.980705261230469,40.747676849365234,1,36.00,0.50,0.50,0.00,5.54,0.30,42.84
2,2016-06-01 00:10:47,2016-06-01 00:28:06,1,3.03,-73.982223510742188,40.771808624267578,1,N,-73.982902526855469,40.741168975830078,2,13.50,0.50,0.50,0.00,0.00,0.30,14.80
2,2016-06-01 00:10:48,2016-06-01 00:17:47,3,2.04,-74.001502990722656,40.731040954589844,1,N,-73.978637695312500,40.745201110839844,1,8.00,0.50,0.50,1.00,0.00,0.30,10.30
1,2016-06-01 00:10:49,2016-06-01 00:18:49,1,1.80,-73.977531433105469,40.761520385742187,1,N,-73.990715026855469,40.751098632812500,1,8.00,0.50,0.50,2.75,0.00,0.30,12.05
2,2016-06-01 00:10:49,2016-06-01 00:41:04,2,6.59,-73.999778747558594,40.733280181884766,1,N,-73.914360046386719,40.756748199462891,1,24.00,0.50,0.50,5.06,0.00,0.30,30.36
1,2016-06-01 00:10:50,2016-06-01 00:15:53,1,1.00,-73.962272644042969,40.794975280761719,1,N,-73.954925537109375,40.807590484619141,1,6.00,0.50,0.50,1.45,0.00,0.30,8.75
1,2016-06-01 00:10:51,2016-06-01 00:26:56,1,3.20,-73.992797851562500,40.738540649414062,1,N,-73.984298706054688,40.774883270263672,1,13.50,0.50,0.50,2.20,0.00,0.30,17.00
2,2016-06-01 00:10:51,2016-06-01 00:18:52,5,1.37,-74.000442504882813,40.728710174560547,1,N,-74.008110046386719,40.741199493408203,1,7.00,0.50,0.50,1.66,0.00,0.30,9.96
1,2016-06-01 00:10:52,2016-06-01 00:18:39,2,1.50,-73.960594177246094,40.781143188476563,1,N,-73.981880187988281,40.783287048339844,1,8.00,0.50,0.50,1.85,0.00,0.30,11.15
2,2016-06-01 00:10:52,2016-06-01 00:23:35,6,2.21,-73.971290588378906,40.758438110351563,1,N,-73.998016357421875,40.745151519775391,1,10.50,0.50,0.50,2.36,0.00,0.30,14.16
2,2016-06-01 00:10:52,2016-06-01 00:21:05,2,2.76,-73.974609375000000,40.753467559814453,1,N,-73.982353210449219,40.722427368164062,1,10.50,0.50,0.50,2.36,0.00,0.30,14.16
2,2016-06-01 00:10:52,2016-06-01 00:15:28,1,1.52,-73.978958129882813,40.777191162109375,1,N,-73.992996215820313,40.758060455322266,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
2,2016-06-01 00:10:52,2016-06-01 23:58:28,1,1.80,-73.977996826171875,40.752399444580078,1,N,-73.995964050292969,40.732639312744141,2,8.50,0.50,0.50,0.00,0.00,0.30,9.80
2,2016-06-01 00:10:52,2016-06-01 00:37:50,1,15.65,-73.864257812500000,40.770309448242187,1,N,-74.016838073730469,40.707389831542969,2,44.00,0.50,0.50,0.00,5.54,0.30,50.84
1,2016-06-01 00:10:53,2016-06-01 00:16:05,1,1.00,-73.991569519042969,40.755046844482422,1,N,-73.996467590332031,40.748493194580078,2,6.00,0.50,0.50,0.00,0.00,0.30,7.30
1,2016-06-01 00:10:53,2016-06-01 00:21:41,1,3.20,-73.980133056640625,40.749073028564453,1,N,-73.951072692871094,40.786014556884766,1,11.50,0.50,0.50,2.55,0.00,0.30,15.35
2,2016-06-01 00:10:53,2016-06-01 00:32:57,1,5.35,-73.990814208984375,40.728302001953125,1,N,-73.941925048828125,40.681243896484375,1,20.00,0.50,0.50,4.26,0.00,0.30,25.56
1,2016-06-01 00:10:54,2016-06-01 00:15:21,3,1.30,-73.992019653320313,40.759349822998047,1,N,-74.004096984863281,40.742637634277344,1,6.00,0.50,0.50,2.00,0.00,0.30,9.30
1,2016-06-01 00:10:54,2016-06-01 00:16:18,1,2.00,-73.971534729003906,40.754665374755859,1,N,-73.952392578125000,40.780868530273438,1,8.00,0.50,0.50,1.85,0.00,0.30,11.15
2,2016-06-01 00:10:54,2016-06-01 00:14:01,1,0.89,-73.967826843261719,40.756568908691406,1,N,-73.975891113281250,40.744968414306641,2,5.00,0.50,0.50,0.00,0.00,0.30,6.30
1,2016-06-01 00:10:55,2016-06-01 00:17:10,1,1.50,-73.980346679687500,40.765800476074219,1,N,-73.967163085937500,40.753501892089844,2,6.50,0.50,0.50,0.00,0.00,0.30,7.80
2,2016-06-01 00:10:55,2016-06-01 00:22:35,2,1.79,-73.987098693847656,40.756031036376953,1,N,-73.981407165527344,40.750030517578125,1,7.50,0.50,0.50,0.08,0.00,0.30,8.88
2,2016-06-01 00:10:55,2016-06-01 00:13:47,1,0.46,-73.989013671875000,40.758308410644531,1,N,-73.989799499511719,40.762519836425781,1,4.00,0.50,0.50,1.06,0.00,0.30,6.36
2,2016-06-01 00:10:56,2016-06-01 00:25:32,1,5.58,-73.988571166992188,40.760978698730469,1,N,-73.955368041992188,40.822071075439453,1,18.50,0.50,0.50,2.50,0.00,0.30,22.30
2,2016-06-01 00:10:56,2016-06-01 00:13:53,1,0.33,-73.930603027343750,40.744739532470703,1,N,-73.927436828613281,40.742229461669922,1,4.00,0.50,0.50,1.00,0.00,0.30,6.30
1,2016-06-01 00:10:57,2016-06-01 00:15:55,1,1.70,-73.976112365722656,40.755092620849609,1,N,-73.991065979003906,40.739482879638672,1,7.00,0.50,0.50,1.00,0.00,0.30,9.30
1,2016-06-01 00:10:57,2016-06-01 00:14:26,1,0.90,-73.986938476562500,40.758716583251953,1,N,-73.985954284667969,40.768016815185547,2,5.00,0.50,0.50,0.00,0.00,0.30,6.30
1,2016-06-01 00:10:57,2016-06-01 00:23:43,1,3.00,-73.999038696289062,40.727928161621094,1,N,-73.992164611816406,40.760036468505859,2,12.00,0.50,0.50,0.00,0.00,0.30,13.30
2,2016-06-01 00:10:57,2016-06-01 00:21:14,5,2.94,-73.983375549316406,40.693935394287109,1,N,-73.988456726074219,40.727424621582031,2,11.50,0.50,0.50,0.00,0.00,0.30,12.80
2,2016-06-01 00:10:57,2016-06-01 00:13:03,1,0.53,-73.950439453125000,40.775512695312500,1,N,-73.945701599121094,40.781982421875000,1,4.00,0.50,0.50,2.00,0.00,0.30,7.30
1,2016-06-01 00:10:58,2016-06-01 00:21:31,1,2.40,-73.974586486816406,40.750469207763672,1,N,-73.981979370117187,40.775241851806641,1,10.50,0.50,0.50,1.77,0.00,0.30,13.57
1,2016-06-01 00:10:58,2016-06-01 00:21:34,1,2.10,-74.004249572753906,40.737949371337891,1,N,-73.978759765625000,40.724220275878906,1,10.00,0.50,0.50,2.25,0.00,0.30,13.55
1,2016-06-01 00:10:58,2016-06-01 00:19:25,1,2.40,-73.949600219726563,40.776897430419922,1,N,-73.977943420410156,40.761619567871094,1,9.50,0.50,0.50,1.00,0.00,0.30,11.80
1,2016-06-01 00:10:58,2016-06-01 00:16:05,1,0.80,-73.996490478515625,40.746974945068359,1,N,-73.986770629882813,40.740306854248047,2,5.50,0.50,0.50,0.00,0.00,0.30,6.80
2,2016-06-01 00:10:58,2016-06-01 00:19:00,1,1.32,-74.002212524414063,40.729522705078125,1,N,-74.007644653320312,40.740734100341797,2,7.50,0.50,0.50,0.00,0.00,0.30,8.80
2,2016-06-01 00:10:58,2016-06-01 00:49:27,1,21.00,-73.931533813476562,40.688404083251953,1,N,-73.839027404785156,40.890804290771484,2,58.00,0.50,0.50,0.00,5.54,0.30,64.84
1,2016-06-01 00:10:59,2016-06-01 00:11:06,1,0.00,-73.945289611816406,40.751644134521484,1,N,-73.945297241210938,40.751632690429688,2,2.50,0.50,0.50,0.00,0.00,0.30,3.80
1,2016-06-01 00:10:59,2016-06-01 00:25:54,2,3.70,-73.920814514160156,40.766658782958984,1,N,-73.954978942871094,40.726303100585938,1,14.00,0.50,0.50,4.55,0.00,0.30,19.85
1,2016-06-01 00:11:01,2016-06-01 00:14:43,1,0.60,-73.975341796875000,40.759910583496094,1,N,-73.982337951660156,40.764900207519531,1,4.50,0.50,0.50,1.70,0.00,0.30,7.50
1,2016-06-01 00:11:01,2016-06-01 00:18:41,2,2.90,-73.983276367187500,40.693874359130859,1,N,-73.987380981445313,40.729335784912109,1,10.50,0.50,0.50,2.35,0.00,0.30,14.15
1,2016-06-01 00:11:01,2016-06-01 00:16:11,1,0.90,-73.959823608398438,40.773517608642578,1,N,-73.962890625000000,40.763347625732422,2,5.50,0.50,0.50,0.00,0.00,0.30,6.80
1,2016-06-01 00:11:01,2016-06-01 00:35:44,1,14.30,-73.790771484375000,40.643604278564453,1,N,-73.920394897460938,40.741992950439453,1,40.50,0.50,0.50,10.00,0.00,0.30,51.80
2,2016-06-01 00:11:01,2016-06-01 00:28:22,1,6.22,-73.789527893066406,40.643833160400391,1,N,-73.767745971679688,40.703521728515625,2,19.50,0.50,0.50,0.00,0.00,0.30,20.80
